State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Flow(%),Unemployment Rate(%),1 Bed Average,2 Bed Average,Highest Marginal Income Tax Rate (%),Median Home Price 2017
CO,La Plata County,20718,1740363,1898,112022,2004,140391,106,0.512,3.0,934,1131,4.63,398382
NH,Carroll County,20715,1732343,1397,84791,1689,172857,292,1.41,2.5,882,1106,0.0,243862
ME,Oxford County,20688,1037441,1302,53318,1499,71651,197,0.952,4.0,673,808,7.15,141968
KS,Saline County,20672,1308064,1326,58895,1257,49849,-69,-0.334,3.1,618,812,5.7,129421
TN,Hamblen County,20636,1107302,1496,58248,1498,60982,2,0.01,3.8,536,710,0.0,142132
NV,Douglas County,20595,1957553,1726,126105,2163,210424,437,2.122,4.3,817,1066,0.0,354032
TN,Tipton County,20564,1184755,1454,63820,1502,68402,48,0.233,4.2,753,889,0.0,153752
WV,Marion County,20529,1186644,1167,58386,1092,49581,-75,-0.365,5.7,629,822,6.5,113680
CO,Garfield County,20507,1744781,1783,103382,1969,114708,186,0.907,3.2,964,1254,4.63,361637
KY,Pulaski County,20458,1060743,958,41746,1175,56087,217,1.061,5.1,523,670,5.0,115012
TX,Starr County,20417,740898,683,26252,526,18773,-157,-0.769,10.1,542,697,0.0,72179
OH,Lawrence County,20356,1066043,972,39055,974,36960,2,0.01,5.6,618,748,4.997,102895
GA,Spalding County,20351,1036154,1858,76838,2158,89097,300,1.474,4.7,957,1099,5.75,133442
UT,Tooele County,20299,1379198,1946,103625,2425,127520,479,2.36,3.5,775,899,4.95,252225
OH,Union County,20287,1842950,1695,126710,1974,156706,279,1.375,3.5,711,945,4.997,203887
WA,Walla Walla County,20276,1382349,1367,68826,1493,88856,126,0.621,4.7,701,932,0.0,219493
GA,Catoosa County,20256,1200312,1932,82944,2083,89570,151,0.745,3.4,701,862,5.75,148503
WI,Waupaca County,20249,1227133,1264,60768,1295,61397,31,0.153,3.0,579,722,7.65,152726
NY,Fulton County,20212,1110852,1163,59949,1128,53877,-35,-0.173,5.1,657,793,8.82,114888
MO,St. Francois County,20211,1064217,1274,46079,1427,54702,153,0.757,3.7,506,673,5.4,131045
OH,Darke County,20201,1087782,951,38462,877,35375,-74,-0.366,3.9,542,695,4.997,121504
WV,Jefferson County,20192,1547589,1702,109523,1802,111099,100,0.495,3.3,781,939,6.5,241206
NC,Lee County,20169,1149838,1747,77209,1943,105291,196,0.972,4.3,702,806,5.25,148103
MI,Isabella County,20140,1214536,2010,81350,1638,65219,-372,-1.847,3.9,651,792,4.25,147037
MI,Tuscola County,20136,1020327,1129,46043,1136,41746,7,0.035,5.5,566,713,4.25,106740
OK,Garfield County,20098,1389885,1736,98373,1448,73543,-288,-1.433,3.0,622,813,5.0,106335
WV,Putnam County,20077,1481471,1404,75288,1465,78374,61,0.304,4.9,638,840,6.5,156578
NM,Otero County,20042,936550,2222,98530,2390,104026,168,0.838,4.9,583,697,4.9,120983
PA,Venango County,20027,1045850,895,33687,759,33180,-136,-0.679,4.9,574,697,3.07,88637
IL,Ogle County,20000,1357017,1296,63323,1269,62221,-27,-0.135,5.0,586,780,4.95,142929
OK,Muskogee County,19998,1067975,1526,60025,1377,53669,-149,-0.745,4.0,581,773,5.0,109402
MO,Lincoln County,19947,1212458,1382,66163,1883,95398,501,2.512,3.3,739,957,5.4,163597
VT,Franklin County,19902,1223621,1138,57394,1235,58035,97,0.487,2.5,1184,1523,8.75,219945
TX,Hood County,19870,1603958,1845,111358,2599,202335,754,3.795,3.7,822,1015,0.0,183455
NC,Sampson County,19828,957551,1111,36322,1087,36462,-24,-0.121,4.0,544,683,5.25,93848
OH,Ashland County,19825,1095726,1206,56238,1119,49520,-87,-0.439,4.6,567,750,4.997,130950
NC,Granville County,19819,1191723,1468,71419,1702,88557,234,1.181,3.4,668,889,5.25,156343
TX,Maverick County,19802,811341,869,32697,698,24751,-171,-0.864,8.1,614,777,0.0,102146
AL,Walker County,19713,1160234,907,38323,987,41789,80,0.406,4.2,537,697,5.0,111405
NV,Lyon County,19652,1035138,2048,101840,2926,146612,878,4.468,5.4,702,934,0.0,179631
CA,Tehama County,19635,1090007,1386,66719,1658,80518,272,1.385,5.7,646,859,12.3,204370
CA,Lake County,19567,1014962,1347,65090,1545,79905,198,1.012,5.2,762,988,12.3,224765
GA,Walker County,19559,1007688,1626,66033,1831,73571,205,1.048,3.9,701,862,5.75,129765
PA,Wayne County,19535,1183064,1257,65402,1312,76437,55,0.282,4.7,770,906,3.07,182071
AR,Pope County,19506,1166297,1351,54437,1342,60182,-9,-0.046,4.5,518,689,6.9,131417
OH,Pickaway County,19497,1207226,1521,66554,1711,84881,190,0.975,4.3,761,970,4.997,166618
NM,Chaves County,19472,993912,1173,58864,985,46883,-188,-0.965,4.9,587,781,4.9,123136
IL,Boone County,19472,1465441,1616,91709,1522,97808,-94,-0.483,5.8,620,825,4.95,156173
VA,Campbell County,19471,1165334,1721,67907,1698,69489,-23,-0.118,3.3,680,848,5.75,165964
GA,Bulloch County,19447,1107586,2039,81488,2000,80251,-39,-0.201,4.2,609,770,5.75,144117
KY,Franklin County,19421,1166722,1421,63642,1490,62637,69,0.355,3.7,662,801,5.0,146848
CA,Tuolumne County,19362,1285160,1228,66550,1372,89474,144,0.744,4.6,795,1020,12.3,292034
VA,Franklin County,19320,1165143,1163,67251,1147,88055,-16,-0.083,3.1,577,767,5.75,183998
IL,Grundy County,19294,1536201,1564,102107,1660,86465,96,0.498,4.7,844,1122,4.95,198142
TN,Loudon County,19256,1461031,1556,90480,1991,164479,435,2.259,3.4,741,904,0.0,207754
IL,Henry County,19197,1265884,1115,54253,1045,49694,-70,-0.365,5.0,641,822,4.95,119651
IN,Dearborn County,19162,1326993,1284,64128,1220,61752,-64,-0.334,3.6,691,908,3.23,173457
WV,Mercer County,19157,924086,979,36376,835,29525,-144,-0.752,6.3,562,684,6.5,92307
MS,Lowndes County,19140,1079813,1467,75192,1345,61301,-122,-0.637,4.8,612,779,5.0,127510
TX,Kerr County,19135,1509411,1436,75571,1654,110400,218,1.139,3.2,774,889,0.0,176152
TX,Nacogdoches County,19086,1101243,1538,57494,1358,54719,-180,-0.943,3.9,739,890,0.0,152092
TX,Coryell County,19029,952038,3700,141470,3836,147831,136,0.715,4.1,613,815,0.0,127975
WI,Calumet County,19029,1546041,1593,96000,1674,101818,81,0.426,2.6,691,886,7.65,184176
GA,Effingham County,18898,1254113,1694,82115,2313,124805,619,3.275,3.3,992,1139,5.75,167212
TN,Coffee County,18882,1062962,1505,69866,1807,77930,302,1.599,3.4,544,723,0.0,128467
MD,Queen Anne's County,18875,1864551,1361,93186,1560,123329,199,1.054,3.3,1125,1411,5.75,357659
OH,Shelby County,18840,1179627,1012,50145,928,43453,-84,-0.446,3.8,617,763,4.997,147909
AZ,Apache County,18813,796008,1750,60646,1737,62721,-13,-0.069,10.1,595,697,4.54,51798
PA,Bedford County,18796,1002337,688,27188,677,36920,-11,-0.059,4.5,617,720,3.07,132226
RI,Bristol County,18784,2357316,1317,141968,1415,122626,98,0.522,3.5,910,1087,5.99,370301
NY,Tioga County,18684,1165723,1323,58973,1193,51452,-130,-0.696,4.4,637,820,8.82,117886
MN,Goodhue County,18661,1388802,1189,67546,1255,70915,66,0.354,2.7,687,914,9.85,206165
IL,Knox County,18650,1048871,1073,51669,798,34382,-275,-1.475,5.3,514,684,4.95,83469
WI,Barron County,18569,1100901,1041,44735,1095,52694,54,0.291,3.4,559,744,7.65,156160
AL,Colbert County,18544,1220340,1132,48151,1310,58281,178,0.96,4.6,564,713,5.0,111579
KY,Laurel County,18540,943972,1157,42256,1232,49268,75,0.405,5.1,555,641,5.0,107527
OH,Auglaize County,18473,1223460,1049,49525,1031,53235,-18,-0.097,3.3,566,753,4.997,153598
NC,Pender County,18454,1160332,1740,80447,2146,131305,406,2.2,4.1,725,833,5.25,181831
PA,Perry County,18446,1087584,947,46436,1085,50818,138,0.748,3.7,892,1107,3.07,171106
KY,Scott County,18422,1328706,1644,86989,2013,129611,369,2.003,3.3,686,880,5.0,184841
AR,Crawford County,18410,979041,1445,53766,1566,61020,121,0.657,3.6,545,725,6.9,120355
TN,Hawkins County,18399,918830,1253,47805,1370,58596,117,0.636,4.0,520,692,0.0,120558
NC,Lenoir County,18388,882752,1395,51823,1037,34998,-358,-1.947,4.0,597,771,5.25,100055
MO,Newton County,18387,1117888,1696,73052,1798,76016,102,0.555,3.0,647,819,5.4,123937
MO,Taney County,18346,826502,1862,65510,1978,92762,116,0.632,5.2,623,749,5.4,130729
NY,Chenango County,18334,978070,1060,46045,977,39675,-83,-0.453,4.7,616,760,8.82,102396
TN,Dickson County,18301,1088879,1291,53133,1599,84349,308,1.683,3.0,867,1065,0.0,162689
VT,Windham County,18282,1086797,1263,60346,1201,53321,-62,-0.339,2.9,854,1075,8.75,221518
NY,Montgomery County,18255,980587,1180,49572,1059,41572,-121,-0.663,5.1,652,789,8.82,106667
TX,Hardin County,18251,1310559,1461,91692,1583,115626,122,0.668,5.2,749,917,0.0,124521
IA,Warren County,18188,1554803,1413,75097,1634,89905,221,1.215,2.3,756,934,8.53,182006
WI,Grant County,18178,975965,1182,49652,1007,41075,-175,-0.963,2.8,576,732,7.65,147252
OR,Columbia County,18175,1243566,1276,70088,1626,87082,350,1.926,5.1,1232,1448,9.9,240909
TN,Roane County,18173,1125599,1281,58052,1525,82039,244,1.343,4.1,606,806,0.0,147954
MI,Cass County,18169,1253271,1419,72838,1541,96225,122,0.671,4.1,632,841,4.25,141256
NM,Eddy County,18166,1523348,1254,80993,1438,84245,184,1.013,3.3,641,853,4.9,146718
AL,Autauga County,18028,1143227,1888,99955,1925,100564,37,0.205,3.6,742,890,5.0,142792
TN,Carter County,18013,844519,1321,43189,1421,54932,100,0.555,4.1,569,718,0.0,121614
VA,Washington County,17959,1134696,1122,52299,1185,55991,63,0.351,3.4,520,692,5.75,143332
MN,Winona County,17923,1190034,1124,77390,951,37671,-173,-0.965,2.6,584,775,9.85,170619
NV,Elko County,17906,1405998,1383,84200,1358,78629,-25,-0.14,3.3,762,1013,0.0,225221
KS,Riley County,17885,1247928,3693,165529,3038,131431,-655,-3.662,2.9,824,1089,5.7,208057
OH,Logan County,17869,1035313,1039,44945,1152,56278,113,0.632,3.7,598,795,4.997,136531
SC,Cherokee County,17862,884022,1013,36954,1135,43235,122,0.683,3.6,531,706,7.0,100474
IL,Stephenson County,17850,1016895,950,47899,819,29809,-131,-0.734,4.8,534,710,4.95,99816
NY,Greene County,17816,1119117,1172,57403,1251,77814,79,0.443,4.5,826,975,8.82,188028
MS,Lamar County,17752,1303142,2117,104460,2256,98316,139,0.783,3.6,684,843,5.0,176658
IA,Clinton County,17721,1058372,1031,45746,921,39616,-110,-0.621,3.2,576,757,8.53,118713
PA,Mifflin County,17701,888451,637,27610,611,23410,-26,-0.147,4.7,592,718,3.07,108137
TX,Polk County,17663,1046550,2132,133235,2750,210761,618,3.499,5.0,584,777,0.0,91191
GA,Liberty County,17565,782409,4571,169293,4134,150540,-437,-2.488,4.3,792,910,5.75,121468
VA,Henry County,17550,830818,911,30667,937,34700,26,0.148,3.7,547,684,5.75,96467
VA,Culpeper County,17533,1284125,1397,82347,1615,95056,218,1.243,2.8,938,1108,5.75,272521
ME,Somerset County,17527,872431,1174,54012,1300,54618,126,0.719,4.8,660,813,7.15,111753
WI,Polk County,17527,1070299,1076,52635,1262,70454,186,1.061,3.7,608,808,7.65,169898
TX,Walker County,17453,953091,2224,86473,1796,80047,-428,-2.452,4.2,818,939,0.0,167989
IN,Dubois County,17435,1358358,812,41046,754,30078,-58,-0.333,2.5,556,730,3.23,156929
OK,Washington County,17415,1228738,1279,79812,1196,61147,-83,-0.477,3.9,675,789,5.0,115128
GA,Gordon County,17401,1024588,1073,41253,1214,45496,141,0.81,3.8,546,685,5.75,127193
KY,Nelson County,17301,1077503,980,45472,1080,48163,100,0.578,4.3,553,736,5.0,155430
AL,Blount County,17300,982763,1148,51327,1211,52661,63,0.364,3.5,832,955,5.0,130775
UT,Box Elder County,17261,1096032,1243,62062,1445,72842,202,1.17,3.0,532,708,4.95,196865
OR,Lincoln County,17247,997450,1571,78133,2046,112013,475,2.754,4.9,736,945,9.9,250454
IN,Henry County,17240,908640,1065,44151,1131,45658,66,0.383,3.5,580,734,3.23,101896
TN,McMinn County,17226,927755,1131,41368,1349,54859,218,1.266,4.1,583,669,0.0,134672
IN,Noble County,17214,977139,1218,53217,1285,57369,67,0.389,2.9,642,743,3.23,123071
OH,Ottawa County,17205,1131988,1049,55629,1227,95444,178,1.035,6.3,630,776,4.997,155436
NE,Buffalo County,17186,1230852,1303,77469,1163,54678,-140,-0.815,2.3,581,763,6.84,170786
TN,Jefferson County,17161,925809,1567,63162,1910,91965,343,1.999,3.8,536,710,0.0,148090
IN,Marshall County,17114,1030021,1095,57924,981,47419,-114,-0.666,3.2,593,779,3.23,139839
WI,Monroe County,17112,963042,1195,58761,1250,57030,55,0.321,2.7,628,835,7.65,154658
TX,Van Zandt County,17095,993741,1402,69838,1696,87164,294,1.72,3.5,622,827,0.0,120943
NH,Sullivan County,17082,1244456,1176,60448,1280,90884,104,0.609,2.1,808,1075,0.0,183325
OH,Athens County,17064,966687,1530,59553,1218,47825,-312,-1.828,5.8,714,820,4.997,165727
PA,Jefferson County,17061,927044,816,30871,775,28621,-41,-0.24,4.6,559,697,3.07,100838
IL,Jackson County,17009,1047522,1868,71563,1403,46889,-465,-2.734,4.6,598,753,4.95,110952
AZ,Gila County,16962,872935,1215,58993,1477,87616,262,1.545,5.9,689,916,4.54,161057
MI,Newaygo County,16906,918224,1255,50016,1373,66265,118,0.698,4.3,584,777,4.25,115131
IL,Macoupin County,16863,993915,936,36329,1055,50634,119,0.706,4.9,516,686,4.95,104464
AL,Russell County,16861,742780,2386,90500,2605,98118,219,1.299,4.0,742,891,5.0,119847
IN,Lawrence County,16848,911201,794,33849,828,33751,34,0.202,3.8,589,784,3.23,117374
OH,Fulton County,16817,1028728,1001,45041,961,43741,-40,-0.238,4.4,591,770,4.997,143997
KY,Jessamine County,16789,1272189,1593,80921,1743,104741,150,0.893,3.6,686,880,5.0,177807
MN,Kandiyohi County,16765,1137275,1038,50099,865,46914,-173,-1.032,2.9,581,761,9.85,179883
OH,Mercer County,16760,1081512,689,29509,677,33484,-12,-0.072,2.8,542,721,4.997,148016
IN,Jackson County,16758,963935,1036,43395,973,38169,-63,-0.376,2.8,664,785,3.23,123178
AL,Jackson County,16698,868072,890,38548,895,43330,5,0.03,4.1,542,655,5.0,110817
IN,Shelby County,16679,1035640,1149,52665,1210,52382,61,0.366,3.1,741,907,3.23,137379
TX,Burnet County,16667,1336803,1490,96789,1898,162765,408,2.448,2.9,761,874,0.0,183778
NC,Edgecombe County,16619,735148,1388,41270,1184,35183,-204,-1.228,6.8,599,777,5.25,88814
MO,Johnson County,16615,967856,2222,96511,1921,84551,-301,-1.812,3.7,567,754,5.4,154479
NC,Halifax County,16608,733281,1043,38148,854,31076,-189,-1.138,6.1,644,739,5.25,92564
VA,Shenandoah County,16565,998054,1132,58619,1189,61418,57,0.344,2.8,650,865,5.75,208687
MN,Itasca County,16557,1049823,791,39628,807,46373,16,0.097,5.4,605,804,9.85,168142
NY,Franklin County,16527,901287,769,38229,790,38483,21,0.127,5.2,619,753,8.82,109122
WY,Campbell County,16494,1367376,1159,69482,1093,52899,-66,-0.4,4.1,775,1022,0.0,223527
TX,Lamar County,16471,888008,926,37281,1043,47176,117,0.71,3.8,670,789,0.0,94628
IL,Coles County,16467,1011943,1233,55354,989,35483,-244,-1.482,4.8,613,763,4.95,95831
WI,Douglas County,16461,973595,1032,46918,1060,47792,28,0.17,4.0,717,918,7.65,149386
TN,Gibson County,16460,842545,1160,46107,1152,47180,-8,-0.049,4.5,548,629,0.0,103209
IA,Cerro Gordo County,16429,1133139,1033,51890,897,45961,-136,-0.828,2.6,572,761,8.53,128324
NC,Duplin County,16414,740842,1069,38095,963,34907,-106,-0.646,4.3,585,716,5.25,95025
NY,Cortland County,16404,938314,1070,51745,990,41500,-80,-0.488,5.1,670,812,8.82,121615
MS,Pearl River County,16311,860103,1100,47488,1185,53265,85,0.521,4.7,669,839,5.0,126994
MS,Warren County,16308,896958,1004,46435,750,34560,-254,-1.558,5.5,647,765,5.0,118417
TX,Val Verde County,16295,793999,1193,63658,1080,49158,-113,-0.693,4.3,598,773,0.0,101502
IN,DeKalb County,16289,1008141,1125,51108,1191,49491,66,0.405,2.8,609,761,3.23,122104
IA,Muscatine County,16287,1067535,1005,52058,871,37814,-134,-0.823,2.6,672,894,8.53,135295
ME,Knox County,16269,1061882,968,48161,1002,73722,34,0.209,3.2,754,955,7.15,206536
OK,Grady County,16263,1167816,1375,64779,1473,80317,98,0.603,3.1,549,726,5.0,122622
AZ,Santa Cruz County,16224,805158,968,37680,901,48370,-67,-0.413,9.3,571,760,4.54,145120
NC,Columbus County,16214,732947,778,26442,766,26425,-12,-0.074,5.0,538,683,5.25,91173
WI,Marinette County,16198,868370,991,45186,1073,48609,82,0.506,4.0,526,700,7.65,125143
OH,Crawford County,16191,783934,971,34487,885,30316,-86,-0.531,5.2,536,713,4.997,91880
TN,Bedford County,16189,930060,1143,41716,1294,53168,151,0.933,3.7,629,742,0.0,141204
GA,Camden County,16179,925321,2163,98699,2266,105267,103,0.637,4.2,763,917,5.75,164446
UT,Summit County,16159,2829031,1808,195138,1823,433590,15,0.093,3.0,1140,1309,4.95,628648
TX,Wilson County,16083,1224241,1278,72578,1513,112598,235,1.461,3.1,853,1066,0.0,183788
NY,Delaware County,16024,856085,1050,50177,1039,54196,-11,-0.069,4.8,609,792,8.82,147347
NC,Beaufort County,16018,886734,935,40788,1057,61236,122,0.762,4.6,599,731,5.25,132265
WI,Oneida County,15987,1040897,1006,50771,1175,73108,169,1.057,3.6,635,765,7.65,177089
KY,Shelby County,15920,1238951,1262,70155,1653,115321,391,2.456,3.5,642,854,5.0,198474
WV,Ohio County,15904,1192647,1024,50918,974,48426,-50,-0.314,4.6,583,713,6.5,120040
PA,Susquehanna County,15860,1026450,832,38257,747,39027,-85,-0.536,4.0,632,799,3.07,165908
CA,Calaveras County,15854,1096750,1273,75460,1494,116076,221,1.394,4.0,822,972,12.3,291927
TX,Kendall County,15826,2123389,1514,131897,2222,281173,708,4.474,2.9,954,1199,0.0,320714
ID,Bonner County,15824,996399,1231,64085,1642,112893,411,2.597,4.1,634,818,6.925,245104
TX,Cherokee County,15800,907643,1020,49153,1064,56935,44,0.278,4.1,593,789,0.0,105476
AR,Crittenden County,15789,782221,1114,44482,938,46137,-176,-1.115,4.3,753,889,6.9,114774
WI,Shawano County,15787,874686,1000,41322,1034,47863,34,0.215,3.0,540,689,7.65,145750
AL,Coffee County,15784,992433,1815,93905,1841,90762,26,0.165,3.9,583,686,5.0,155989
PA,Huntingdon County,15773,899796,656,28380,637,31815,-19,-0.12,5.3,575,697,3.07,127116
MT,Ravalli County,15765,968671,1123,57236,1514,107821,391,2.48,4.2,633,841,6.9,270209
NC,Stokes County,15719,853929,1020,40995,1069,46514,49,0.312,3.6,637,792,5.25,134923
TX,Rusk County,15686,936189,1234,52676,1326,66724,92,0.587,4.1,614,816,0.0,117186
OK,Carter County,15671,1005459,1037,46318,1081,45094,44,0.281,3.5,673,817,5.0,111447
KY,Henderson County,15661,941033,887,45762,744,28970,-143,-0.913,3.8,637,824,5.0,124492
KY,Pike County,15623,860462,763,34769,706,30422,-57,-0.365,5.9,553,735,5.0,79486
TX,Atascosa County,15613,902099,1219,54516,1494,66618,275,1.761,3.8,668,889,0.0,103529
TX,Navarro County,15592,817707,1115,52404,1284,65036,169,1.084,3.7,659,811,0.0,95487
FL,Gadsden County,15580,693817,1077,36610,1091,40002,14,0.09,4.6,818,1016,0.0,109867
MI,Hillsdale County,15557,822104,975,41023,924,40586,-51,-0.328,4.0,590,756,4.25,114086
GA,Laurens County,15514,813517,839,32997,824,32960,-15,-0.097,4.8,528,659,5.75,90472
TX,Medina County,15499,1008858,1211,58822,1435,78910,224,1.445,3.5,609,810,0.0,144790
MO,Camden County,15484,952210,1480,67773,1707,105834,227,1.466,4.2,608,749,5.4,185270
OH,Preble County,15445,838188,861,35991,822,34481,-39,-0.253,4.1,568,753,4.997,128771
WY,Sweetwater County,15417,1216231,1084,71652,834,43730,-250,-1.622,4.2,757,928,0.0,210047
PA,McKean County,15412,842208,606,30355,547,25103,-59,-0.383,4.8,562,719,3.07,80399
WI,Dunn County,15409,967532,1245,51375,1161,50797,-84,-0.545,3.1,587,761,7.65,168181
PA,Warren County,15389,885696,671,34554,578,24814,-93,-0.604,4.5,595,697,3.07,96145
MO,Callaway County,15366,871930,1208,46405,1184,54731,-24,-0.156,2.9,536,713,5.4,138639
WI,Green County,15288,1037967,911,49351,893,48226,-18,-0.118,2.6,626,833,7.65,175587
OH,Defiance County,15264,882054,902,35603,858,33641,-44,-0.288,4.4,557,741,4.997,120968
MN,Beltrami County,15232,902390,1079,48944,1041,51051,-38,-0.249,4.1,619,823,9.85,164910
VT,Addison County,15208,1060648,1053,52187,1027,57901,-26,-0.171,2.6,933,1094,8.75,247640
MI,Sanilac County,15185,778613,866,39051,915,40376,49,0.323,5.1,542,721,4.25,109441
MS,Washington County,15183,659106,951,35773,617,17344,-334,-2.2,7.1,554,681,5.0,76878
NM,Curry County,15162,732681,1969,94154,1631,65979,-338,-2.229,4.1,650,865,4.9,134517
OH,Clinton County,15149,940594,1111,48113,1076,43762,-35,-0.231,5.3,605,782,4.997,132775
KY,Hopkins County,15147,904919,792,37093,720,30895,-72,-0.475,4.4,520,692,5.0,101835
MN,Douglas County,15146,1098044,943,42548,992,74016,49,0.324,2.8,646,859,9.85,212412
TX,Anderson County,15135,794004,1147,49593,1151,54046,4,0.026,3.1,688,807,0.0,98602
IA,Des Moines County,15116,921447,849,40961,746,32456,-103,-0.681,3.3,576,766,8.53,107095
PA,Tioga County,15100,855715,699,33019,752,37223,53,0.351,5.2,669,790,3.07,145365
NY,Allegany County,15078,832155,847,37059,767,30238,-80,-0.531,5.6,581,697,8.82,78265
OH,Brown County,15036,786291,1144,44507,1094,42703,-50,-0.333,5.4,564,750,4.997,127936
NC,Davie County,15019,1171960,1029,63571,1133,70038,104,0.692,3.4,637,792,5.25,185124
CA,Siskiyou County,15015,790779,963,34321,1069,54925,106,0.706,6.7,666,886,12.3,188567
VT,Bennington County,15012,1084785,874,54419,840,56423,-34,-0.226,3.1,902,1036,8.75,217965
NC,Dare County,15009,1028374,1144,54142,1312,96948,168,1.119,5.1,803,1068,5.25,304980
KY,Boyd County,14993,890966,1018,44224,1004,42577,-14,-0.093,5.9,618,748,5.0,105328
MS,Lafayette County,14989,1227316,1540,77257,1393,91943,-147,-0.981,3.9,794,920,5.0,183206
WI,Oconto County,14982,920948,887,46285,1063,59415,176,1.175,3.3,577,701,7.65,170075
MD,Talbot County,14938,1444285,1017,81151,1183,118497,166,1.111,3.7,947,1259,5.75,344112
