,outflow_state,outflow_county,outflow_n1,outflow_n2,agi_x,inflow_state,inflow_county,inflow_n1,inflow_n2,agi_y
1685,IA,Story County Non-migrants,28254,58448,2344935,IA,Story County Non-migrants,28254,58448,2344935
1686,IA,Tama County Total Migration-US and Foreign,459,843,20220,IA,Tama County Total Migration-US and Foreign,378,762,16397
1687,IA,Tama County Non-migrants,6526,14115,378592,IA,Tama County Non-migrants,6526,14115,378592
1688,IA,Taylor County Total Migration-US and Foreign,136,270,5725,IA,Taylor County Total Migration-US and Foreign,129,266,5798
1689,IA,Taylor County Non-migrants,2186,4802,104068,IA,Taylor County Non-migrants,2186,4802,104068
1690,IA,Union County Total Migration-US and Foreign,289,567,13329,IA,Union County Total Migration-US and Foreign,232,456,8571
1691,IA,Union County Non-migrants,4399,9253,238774,IA,Union County Non-migrants,4399,9253,238774
1692,IA,Van Buren County Total Migration-US and Foreign,173,389,6285,IA,Van Buren County Total Migration-US and Foreign,128,250,6023
1693,IA,Van Buren County Non-migrants,2511,5618,133071,IA,Van Buren County Non-migrants,2511,5618,133071
1694,IA,Wapello County Total Migration-US and Foreign,875,1637,35212,IA,Wapello County Total Migration-US and Foreign,794,1596,29085
1695,IA,Wapello County Non-migrants,12085,25850,664325,IA,Wapello County Non-migrants,12085,25850,664325
1696,IA,Warren County Total Migration-US and Foreign,1413,2544,75097,IA,Warren County Total Migration-US and Foreign,1634,3189,89905
1697,IA,Warren County Non-migrants,18188,41769,1554803,IA,Warren County Non-migrants,18188,41769,1554803
1698,IA,Washington County Total Migration-US and Foreign,516,949,23034,IA,Washington County Total Migration-US and Foreign,486,964,25258
1699,IA,Washington County Non-migrants,8429,18764,530665,IA,Washington County Non-migrants,8429,18764,530665
1700,IA,Wayne County Total Migration-US and Foreign,102,199,3962,IA,Wayne County Total Migration-US and Foreign,105,232,3829
1701,IA,Wayne County Non-migrants,2178,5157,115569,IA,Wayne County Non-migrants,2178,5157,115569
1702,IA,Webster County Total Migration-US and Foreign,832,1491,37730,IA,Webster County Total Migration-US and Foreign,675,1222,27874
1703,IA,Webster County Non-migrants,12817,26633,795486,IA,Webster County Non-migrants,12817,26633,795486
1704,IA,Winnebago County Total Migration-US and Foreign,318,556,13255,IA,Winnebago County Total Migration-US and Foreign,247,441,8904
1705,IA,Winnebago County Non-migrants,4057,8433,242816,IA,Winnebago County Non-migrants,4057,8433,242816
1706,IA,Winneshiek County Total Migration-US and Foreign,410,679,19655,IA,Winneshiek County Total Migration-US and Foreign,359,634,18233
1707,IA,Winneshiek County Non-migrants,7791,16228,490697,IA,Winneshiek County Non-migrants,7791,16228,490697
1708,IA,Woodbury County Total Migration-US and Foreign,2159,4073,108078,IA,Woodbury County Total Migration-US and Foreign,2206,4175,79792
1709,IA,Woodbury County Non-migrants,36667,80146,2251500,IA,Woodbury County Non-migrants,36667,80146,2251500
1710,IA,Worth County Total Migration-US and Foreign,193,318,6875,IA,Worth County Total Migration-US and Foreign,177,279,6868
1711,IA,Worth County Non-migrants,2865,6125,168314,IA,Worth County Non-migrants,2865,6125,168314
1712,IA,Wright County Total Migration-US and Foreign,285,563,12539,IA,Wright County Total Migration-US and Foreign,243,479,9946
1713,IA,Wright County Non-migrants,4647,10215,265328,IA,Wright County Non-migrants,4647,10215,265328
1714,KS,Allen County Total Migration-US and Foreign,289,570,10499,KS,Allen County Total Migration-US and Foreign,276,527,8526
1715,KS,Allen County Non-migrants,4669,9724,235394,KS,Allen County Non-migrants,4669,9724,235394
1716,KS,Anderson County Total Migration-US and Foreign,163,289,5767,KS,Anderson County Total Migration-US and Foreign,136,294,5843
1717,KS,Anderson County Non-migrants,2696,6048,132852,KS,Anderson County Non-migrants,2696,6048,132852
1718,KS,Atchison County Total Migration-US and Foreign,413,770,18669,KS,Atchison County Total Migration-US and Foreign,338,679,17282
1719,KS,Atchison County Non-migrants,5297,11517,309414,KS,Atchison County Non-migrants,5297,11517,309414
1720,KS,Barber County Total Migration-US and Foreign,93,203,3528,KS,Barber County Total Migration-US and Foreign,82,176,3728
1721,KS,Barber County Non-migrants,1696,3520,81079,KS,Barber County Non-migrants,1696,3520,81079
1722,KS,Barton County Total Migration-US and Foreign,584,1073,29052,KS,Barton County Total Migration-US and Foreign,397,754,18273
1723,KS,Barton County Non-migrants,9564,20292,532381,KS,Barton County Non-migrants,9564,20292,532381
1724,KS,Bourbon County Total Migration-US and Foreign,306,579,10131,KS,Bourbon County Total Migration-US and Foreign,279,566,9741
1725,KS,Bourbon County Non-migrants,4906,10899,225043,KS,Bourbon County Non-migrants,4906,10899,225043
1726,KS,Brown County Total Migration-US and Foreign,217,428,11587,KS,Brown County Total Migration-US and Foreign,158,311,4427
1727,KS,Brown County Non-migrants,3464,7695,186095,KS,Brown County Non-migrants,3464,7695,186095
1728,KS,Butler County Total Migration-US and Foreign,1791,3685,108648,KS,Butler County Total Migration-US and Foreign,1867,3981,101193
1729,KS,Butler County Non-migrants,22244,51350,1677009,KS,Butler County Non-migrants,22244,51350,1677009
1730,KS,Chase County Total Migration-US and Foreign,57,101,1921,KS,Chase County Total Migration-US and Foreign,33,78,1805
1731,KS,Chase County Non-migrants,957,2018,47049,KS,Chase County Non-migrants,957,2018,47049
1732,KS,Chautauqua County Total Migration-US and Foreign,64,134,2905,KS,Chautauqua County Total Migration-US and Foreign,42,103,1993
1733,KS,Chautauqua County Non-migrants,1069,2400,53070,KS,Chautauqua County Non-migrants,1069,2400,53070
1734,KS,Cherokee County Total Migration-US and Foreign,504,1067,17424,KS,Cherokee County Total Migration-US and Foreign,476,1009,15926
1735,KS,Cherokee County Non-migrants,6497,14321,342825,KS,Cherokee County Non-migrants,6497,14321,342825
1736,KS,Cheyenne County Total Migration-US and Foreign,25,53,1433,KS,Cheyenne County Total Migration-US and Foreign,44,85,1774
1737,KS,Cheyenne County Non-migrants,977,2068,40659,KS,Cheyenne County Non-migrants,977,2068,40659
1738,KS,Clark County Total Migration-US and Foreign,33,70,1881,KS,Clark County Total Migration-US and Foreign,47,112,2490
1739,KS,Clark County Non-migrants,707,1590,39248,KS,Clark County Non-migrants,707,1590,39248
1740,KS,Clay County Total Migration-US and Foreign,181,370,8043,KS,Clay County Total Migration-US and Foreign,214,430,9700
1741,KS,Clay County Non-migrants,3053,6748,158980,KS,Clay County Non-migrants,3053,6748,158980
1742,KS,Cloud County Total Migration-US and Foreign,224,392,6649,KS,Cloud County Total Migration-US and Foreign,183,335,7263
1743,KS,Cloud County Non-migrants,3168,6739,153779,KS,Cloud County Non-migrants,3168,6739,153779
1744,KS,Coffey County Total Migration-US and Foreign,203,393,13326,KS,Coffey County Total Migration-US and Foreign,159,332,7573
1745,KS,Coffey County Non-migrants,3157,6901,195485,KS,Coffey County Non-migrants,3157,6901,195485
1746,KS,Comanche County Total Migration-US and Foreign,27,61,1372,KS,Comanche County Total Migration-US and Foreign,20,33,1062
1747,KS,Comanche County Non-migrants,641,1423,30234,KS,Comanche County Non-migrants,641,1423,30234
1748,KS,Cowley County Total Migration-US and Foreign,765,1520,28876,KS,Cowley County Total Migration-US and Foreign,646,1343,27858
1749,KS,Cowley County Non-migrants,11781,25641,661904,KS,Cowley County Non-migrants,11781,25641,661904
1750,KS,Crawford County Total Migration-US and Foreign,1003,1763,35535,KS,Crawford County Total Migration-US and Foreign,793,1503,30388
1751,KS,Crawford County Non-migrants,12277,26239,765925,KS,Crawford County Non-migrants,12277,26239,765925
1752,KS,Decatur County Total Migration-US and Foreign,39,93,1869,KS,Decatur County Total Migration-US and Foreign,64,124,2181
1753,KS,Decatur County Non-migrants,1110,2215,45410,KS,Decatur County Non-migrants,1110,2215,45410
1754,KS,Dickinson County Total Migration-US and Foreign,568,1147,24116,KS,Dickinson County Total Migration-US and Foreign,518,1081,22259
1755,KS,Dickinson County Non-migrants,6963,14932,380769,KS,Dickinson County Non-migrants,6963,14932,380769
1756,KS,Doniphan County Total Migration-US and Foreign,170,297,6073,KS,Doniphan County Total Migration-US and Foreign,156,313,5476
1757,KS,Doniphan County Non-migrants,2608,5701,147657,KS,Doniphan County Non-migrants,2608,5701,147657
1758,KS,Douglas County Total Migration-US and Foreign,3909,6273,196567,KS,Douglas County Total Migration-US and Foreign,3509,5747,181475
1759,KS,Douglas County Non-migrants,38652,76838,2886843,KS,Douglas County Non-migrants,38652,76838,2886843
1760,KS,Edwards County Total Migration-US and Foreign,65,124,2632,KS,Edwards County Total Migration-US and Foreign,51,111,1781
1761,KS,Edwards County Non-migrants,1102,2391,58170,KS,Edwards County Non-migrants,1102,2391,58170
1762,KS,Elk County Total Migration-US and Foreign,50,87,2118,KS,Elk County Total Migration-US and Foreign,45,100,1670
1763,KS,Elk County Non-migrants,877,1838,37647,KS,Elk County Non-migrants,877,1838,37647
1764,KS,Ellis County Total Migration-US and Foreign,803,1326,37243,KS,Ellis County Total Migration-US and Foreign,635,1094,24182
1765,KS,Ellis County Non-migrants,10140,21367,641060,KS,Ellis County Non-migrants,10140,21367,641060
1766,KS,Ellsworth County Total Migration-US and Foreign,125,220,4567,KS,Ellsworth County Total Migration-US and Foreign,102,187,3281
1767,KS,Ellsworth County Non-migrants,2119,4448,116333,KS,Ellsworth County Non-migrants,2119,4448,116333
1768,KS,Finney County Total Migration-US and Foreign,1005,2072,41280,KS,Finney County Total Migration-US and Foreign,816,1638,30684
1769,KS,Finney County Non-migrants,13272,32673,769669,KS,Finney County Non-migrants,13272,32673,769669
1770,KS,Ford County Total Migration-US and Foreign,966,2002,40099,KS,Ford County Total Migration-US and Foreign,579,1182,22318
1771,KS,Ford County Non-migrants,11694,28807,630707,KS,Ford County Non-migrants,11694,28807,630707
1772,KS,Franklin County Total Migration-US and Foreign,733,1407,34129,KS,Franklin County Total Migration-US and Foreign,678,1343,29112
1773,KS,Franklin County Non-migrants,9225,19921,534194,KS,Franklin County Non-migrants,9225,19921,534194
1774,KS,Geary County Total Migration-US and Foreign,3663,8838,146485,KS,Geary County Total Migration-US and Foreign,3356,7594,128843
1775,KS,Geary County Non-migrants,10922,24859,526144,KS,Geary County Non-migrants,10922,24859,526144
1776,KS,Gove County Total Migration-US and Foreign,51,94,2225,KS,Gove County Total Migration-US and Foreign,45,77,1486
1777,KS,Gove County Non-migrants,1042,2304,46028,KS,Gove County Non-migrants,1042,2304,46028
1778,KS,Graham County Total Migration-US and Foreign,52,84,1452,KS,Graham County Total Migration-US and Foreign,43,69,1367
1779,KS,Graham County Non-migrants,991,2032,44442,KS,Graham County Non-migrants,991,2032,44442
1780,KS,Grant County Total Migration-US and Foreign,196,499,9047,KS,Grant County Total Migration-US and Foreign,120,245,3973
1781,KS,Grant County Non-migrants,2406,6325,144505,KS,Grant County Non-migrants,2406,6325,144505
1782,KS,Gray County Total Migration-US and Foreign,116,252,4485,KS,Gray County Total Migration-US and Foreign,83,193,4002
1783,KS,Gray County Non-migrants,2105,5120,123631,KS,Gray County Non-migrants,2105,5120,123631
1784,KS,Greeley County Total Migration-US and Foreign,31,71,1638,KS,Greeley County Total Migration-US and Foreign,-1,-1,-1
1785,KS,Greeley County Non-migrants,482,1085,26103,KS,Greeley County Non-migrants,482,1085,26103
1786,KS,Greenwood County Total Migration-US and Foreign,98,212,3703,KS,Greenwood County Total Migration-US and Foreign,91,212,4111
1787,KS,Greenwood County Non-migrants,2190,4604,105504,KS,Greenwood County Non-migrants,2190,4604,105504
1788,KS,Hamilton County Total Migration-US and Foreign,44,99,1642,KS,Hamilton County Total Migration-US and Foreign,24,51,946
1789,KS,Hamilton County Non-migrants,809,2003,16825,KS,Hamilton County Non-migrants,809,2003,16825
1790,KS,Harper County Total Migration-US and Foreign,95,185,3787,KS,Harper County Total Migration-US and Foreign,105,194,3399
1791,KS,Harper County Non-migrants,2022,4399,97478,KS,Harper County Non-migrants,2022,4399,97478
1792,KS,Harvey County Total Migration-US and Foreign,903,1797,43703,KS,Harvey County Total Migration-US and Foreign,851,1717,40000
1793,KS,Harvey County Non-migrants,12167,27169,746190,KS,Harvey County Non-migrants,12167,27169,746190
1794,KS,Haskell County Total Migration-US and Foreign,97,213,5163,KS,Haskell County Total Migration-US and Foreign,51,131,2109
1795,KS,Haskell County Non-migrants,1337,3340,81499,KS,Haskell County Non-migrants,1337,3340,81499
1796,KS,Hodgeman County Total Migration-US and Foreign,37,70,1721,KS,Hodgeman County Total Migration-US and Foreign,29,59,1112
1797,KS,Hodgeman County Non-migrants,669,1481,35846,KS,Hodgeman County Non-migrants,669,1481,35846
1798,KS,Jackson County Total Migration-US and Foreign,330,626,14695,KS,Jackson County Total Migration-US and Foreign,292,584,13486
1799,KS,Jackson County Non-migrants,4845,10767,272116,KS,Jackson County Non-migrants,4845,10767,272116
1800,KS,Jefferson County Total Migration-US and Foreign,536,1017,26805,KS,Jefferson County Total Migration-US and Foreign,598,1204,31464
1801,KS,Jefferson County Non-migrants,6752,14778,430067,KS,Jefferson County Non-migrants,6752,14778,430067
1802,KS,Jewell County Total Migration-US and Foreign,41,77,1104,KS,Jewell County Total Migration-US and Foreign,47,92,1607
1803,KS,Jewell County Non-migrants,1196,2427,54306,KS,Jewell County Non-migrants,1196,2427,54306
1804,KS,Johnson County Total Migration-US and Foreign,16761,29953,1299257,KS,Johnson County Total Migration-US and Foreign,18127,32215,1191520
1805,KS,Johnson County Non-migrants,223074,496965,25929982,KS,Johnson County Non-migrants,223074,496965,25929982
1806,KS,Kearny County Total Migration-US and Foreign,101,215,5179,KS,Kearny County Total Migration-US and Foreign,64,159,2532
1807,KS,Kearny County Non-migrants,1380,3375,79269,KS,Kearny County Non-migrants,1380,3375,79269
1808,KS,Kingman County Total Migration-US and Foreign,181,335,16685,KS,Kingman County Total Migration-US and Foreign,191,400,8596
1809,KS,Kingman County Non-migrants,2736,5948,148599,KS,Kingman County Non-migrants,2736,5948,148599
1810,KS,Kiowa County Total Migration-US and Foreign,44,83,1694,KS,Kiowa County Total Migration-US and Foreign,52,118,2905
1811,KS,Kiowa County Non-migrants,820,1850,49802,KS,Kiowa County Non-migrants,820,1850,49802
1812,KS,Labette County Total Migration-US and Foreign,478,900,18754,KS,Labette County Total Migration-US and Foreign,386,803,14604
1813,KS,Labette County Non-migrants,7246,15487,345331,KS,Labette County Non-migrants,7246,15487,345331
1814,KS,Lane County Total Migration-US and Foreign,28,55,1268,KS,Lane County Total Migration-US and Foreign,40,91,1423
1815,KS,Lane County Non-migrants,660,1373,28969,KS,Lane County Non-migrants,660,1373,28969
1816,KS,Leavenworth County Total Migration-US and Foreign,3008,7206,186414,KS,Leavenworth County Total Migration-US and Foreign,3056,7445,192464
1817,KS,Leavenworth County Non-migrants,25383,56064,1826649,KS,Leavenworth County Non-migrants,25383,56064,1826649
1818,KS,Lincoln County Total Migration-US and Foreign,58,107,1343,KS,Lincoln County Total Migration-US and Foreign,47,98,1500
1819,KS,Lincoln County Non-migrants,1148,2422,51783,KS,Lincoln County Non-migrants,1148,2422,51783
