,State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
326,FL,Levy County ,12981,579315,1183,45063,1453,58281,270,0.020799630228795933
327,FL,Liberty County ,2014,96170,136,4350,141,4354,5,0.0024826216484607746
328,FL,Madison County ,5510,250580,308,13106,325,13034,17,0.0030852994555353903
329,FL,Manatee County ,137026,10802578,11227,638817,14773,1252276,3546,0.025878300468524223
330,FL,Marion County ,125217,6481680,8384,355566,11747,599119,3363,0.026857375595965405
331,FL,Martin County ,58840,7068560,5355,393034,5960,1072959,605,0.010282121006118286
332,FL,Miami-Dade County ,1030119,65044981,54277,3320025,35859,4309158,-18418,-0.01787948770967238
333,FL,Monroe County ,31459,3623549,4183,299772,3500,408486,-683,-0.021710798181760388
334,FL,Nassau County ,30775,2618023,2430,142458,3695,364006,1265,0.041104792851340374
335,FL,Okaloosa County ,75605,5353520,8641,474484,9720,611755,1079,0.014271542887375173
336,FL,Okeechobee County ,11734,570870,896,35677,992,42857,96,0.008181353332197034
337,FL,Orange County ,476445,32185088,48683,2445554,46718,2682267,-1965,-0.0041242955640210304
338,FL,Osceola County ,120238,5598735,15247,598315,16832,837528,1585,0.013182188659159334
339,FL,Palm Beach County ,553857,61273140,35233,2953481,37476,5417837,2243,0.004049781802884138
340,FL,Pasco County ,176843,10628235,16437,899758,22300,1256779,5863,0.033153701305677914
341,FL,Pinellas County ,369741,27015006,26591,1501981,30718,2323323,4127,0.011161867361206898
342,FL,Polk County ,229155,12424728,16582,708094,22888,1049764,6306,0.027518491850494205
343,FL,Putnam County ,22069,985265,1720,65000,1953,82930,233,0.010557796003443745
344,FL,St. Johns County ,85850,10002422,7264,586256,10940,1127904,3676,0.04281887012230635
345,FL,St. Lucie County ,111202,6173509,8916,413174,11797,704139,2881,0.025907807413535728
346,FL,Santa Rosa County ,57698,4196080,5873,331031,7819,473388,1946,0.03372733890256161
347,FL,Sarasota County ,163058,15473920,12770,806970,16961,1884404,4191,0.02570251076304137
348,FL,Seminole County ,163866,12591524,19014,1056393,19718,1043750,704,0.004296193231054642
349,FL,Sumter County ,48310,3902622,3477,206987,6242,532865,2765,0.05723452701304078
350,FL,Suwannee County ,12641,580805,1041,34681,1244,46573,203,0.016058856103156396
351,FL,Taylor County ,6225,317241,319,15276,296,11325,-23,-0.0036947791164658635
352,FL,Union County ,3444,170823,331,12136,358,12655,27,0.0078397212543554
353,FL,Volusia County ,196530,11358882,13728,623525,17323,991763,3595,0.018292372665750775
354,FL,Wakulla County ,10191,590440,738,34833,1041,49495,303,0.02973211657344716
355,FL,Walton County ,22754,2439457,2366,234757,3451,469223,1085,0.047683923705722074
356,FL,Washington County ,6943,326528,650,22441,833,33024,183,0.026357482356330116
357,GA,Appling County ,5508,271497,291,11108,320,10695,29,0.005265068990559186
358,GA,Atkinson County ,2255,85461,139,5503,176,5186,37,0.016407982261640797
359,GA,Bacon County ,3142,153666,187,5131,176,6209,-11,-0.003500954805856143
360,GA,Baker County ,892,33962,70,1628,48,1553,-22,-0.02466367713004484
361,GA,Baldwin County ,12853,668214,868,34261,919,43487,51,0.003967945226795301
362,GA,Banks County ,5266,285933,573,21995,641,27427,68,0.012913026965438662
363,GA,Barrow County ,25014,1474801,2535,123286,3475,179230,940,0.03757895578476053
364,GA,Bartow County ,33131,2017287,2697,126354,3255,152508,558,0.016842232350366727
365,GA,Ben Hill County ,4948,220313,328,10670,302,9859,-26,-0.005254648342764754
366,GA,Berrien County ,5026,243315,407,14091,476,13413,69,0.013728611221647433
367,GA,Bibb County ,49372,2831539,3860,179479,3648,153377,-212,-0.0042939317831969534
368,GA,Bleckley County ,3641,197488,238,9408,257,9022,19,0.005218346608074705
369,GA,Brantley County ,4901,222414,355,11639,374,12369,19,0.0038767598449296063
370,GA,Brooks County ,4628,209147,442,13959,420,14865,-22,-0.004753673292999135
371,GA,Bryan County ,11921,916911,1832,109897,2174,130675,342,0.02868886838352487
372,GA,Bulloch County ,19447,1107586,2039,81488,2000,80251,-39,-0.002005450712192112
373,GA,Burke County ,7116,352563,549,19053,535,22696,-14,-0.0019673974142776843
374,GA,Butts County ,6975,398817,595,25455,803,37249,208,0.02982078853046595
375,GA,Calhoun County ,1495,63512,103,3194,77,2491,-26,-0.017391304347826087
376,GA,Camden County ,16179,925321,2163,98699,2266,105267,103,0.00636627727300822
377,GA,Candler County ,3033,135326,227,7667,277,19193,50,0.016485328058028353
378,GA,Carroll County ,34993,2262293,2974,132952,3165,152347,191,0.0054582345040436655
379,GA,Catoosa County ,20256,1200312,1932,82944,2083,89570,151,0.007454581358609795
380,GA,Charlton County ,2659,124673,203,6681,255,9609,52,0.019556224144415192
381,GA,Chatham County ,92292,6463149,9683,493564,9949,516450,266,0.0028821566332943266
382,GA,Chattahoochee County ,1699,73400,1110,49507,1011,41426,-99,-0.05826957033549147
383,GA,Chattooga County ,7167,323733,323,11470,392,15616,69,0.009627459187944746
384,GA,Cherokee County ,83406,7289210,7334,465692,9493,664321,2159,0.025885427906865214
385,GA,Clarke County ,33925,2198885,4597,215571,4082,189358,-515,-0.01518054532056006
386,GA,Clay County ,903,29950,62,1789,42,2192,-20,-0.0221483942414175
387,GA,Clayton County ,88128,3351095,13018,416528,13634,400093,616,0.006989832970225127
388,GA,Clinch County ,1854,85979,114,4792,118,3121,4,0.002157497303128371
389,GA,Cobb County ,254638,24794472,30250,2040077,28221,1741479,-2029,-0.00796817442801153
390,GA,Coffee County ,11819,539041,610,21439,605,19309,-5,-0.00042304763516371943
391,GA,Colquitt County ,13082,617443,705,28884,682,28902,-23,-0.001758140957040208
392,GA,Columbia County ,47302,4115242,5099,331699,6020,372163,921,0.01947063549109974
393,GA,Cook County ,4784,212109,375,10887,425,12394,50,0.010451505016722408
394,GA,Coweta County ,47355,3716489,3931,243638,4594,302171,663,0.014000633512828636
395,GA,Crawford County ,3737,178518,292,9967,338,12419,46,0.01230933904201231
396,GA,Crisp County ,6236,290537,408,14020,418,16768,10,0.001603592046183451
397,GA,Dade County ,4643,252501,359,17201,391,17362,32,0.0068920956278268365
398,GA,Dawson County ,7642,561388,873,44937,1112,75585,239,0.031274535461920966
399,GA,Decatur County ,8208,373647,495,16888,448,15228,-47,-0.005726120857699805
400,GA,DeKalb County ,247455,19549983,33811,2075352,32429,1788389,-1382,-0.005584853811804166
401,GA,Dodge County ,5638,252816,357,10898,303,8108,-54,-0.00957786449095424
402,GA,Dooly County ,2927,137361,216,8865,186,5425,-30,-0.010249402118209771
403,GA,Dougherty County ,26932,1236208,2565,97520,1953,69041,-612,-0.022723897222634785
404,GA,Douglas County ,44581,2624737,5832,259275,6146,246640,314,0.007043359278616451
405,GA,Early County ,3128,132960,189,6135,184,6410,-5,-0.00159846547314578
406,GA,Echols County ,962,40301,55,1807,77,2659,22,0.02286902286902287
407,GA,Effingham County ,18898,1254113,1694,82115,2313,124805,619,0.03275478886654672
408,GA,Elbert County ,6251,286631,338,14052,347,16675,9,0.0014397696368581027
409,GA,Emanuel County ,6781,316109,412,12998,391,12321,-21,-0.003096888364548002
410,GA,Evans County ,3146,152519,225,6006,230,6877,5,0.001589319771137953
411,GA,Fannin County ,8231,449342,533,27304,793,62320,260,0.03158789940468959
412,GA,Fayette County ,39298,4328896,3983,315298,4120,320777,137,0.0034861825029263577
413,GA,Floyd County ,30554,1865901,1790,99242,1899,81521,109,0.0035674543431301955
414,GA,Forsyth County ,72597,8778654,6638,637957,8683,795579,2045,0.028169208093998376
415,GA,Franklin County ,6839,353017,604,21302,704,28913,100,0.014622020763269484
416,GA,Fulton County ,373518,44050557,46808,3543949,48914,3813753,2106,0.005638282492410004
417,GA,Gilmer County ,9589,522005,701,33098,952,53248,251,0.02617582646782772
418,GA,Glascock County ,808,40933,56,1761,42,1712,-14,-0.017326732673267328
419,GA,Glynn County ,27954,1951400,2248,113217,2225,163108,-23,-0.0008227802818916792
420,GA,Gordon County ,17401,1024588,1073,41253,1214,45496,141,0.008102982587207631
421,GA,Grady County ,7431,341925,464,16163,444,15816,-20,-0.0026914278024491992
422,GA,Greene County ,6093,645643,428,44530,627,105277,199,0.032660430001641226
423,GA,Gwinnett County ,299933,21122144,29711,1702570,29403,1547978,-308,-0.0010268960067748463
424,GA,Habersham County ,13794,773587,929,45860,1129,54555,200,0.014499057561258518
425,GA,Hall County ,65464,4566753,4964,276527,5724,374269,760,0.011609434192838813
426,GA,Hancock County ,2419,95510,157,5852,164,7353,7,0.0028937577511368336
427,GA,Haralson County ,8586,486340,724,28695,833,36076,109,0.012695085022129047
428,GA,Harris County ,10892,870382,929,57762,1187,108736,258,0.023687109805361733
429,GA,Hart County ,8029,425370,537,23888,706,40150,169,0.021048698468053306
430,GA,Heard County ,3168,185811,265,9745,282,10739,17,0.005366161616161616
431,GA,Henry County ,73572,4651381,8198,401287,9552,411315,1354,0.01840374055347143
432,GA,Houston County ,52456,3267810,4353,213181,4926,222528,573,0.010923440597834375
433,GA,Irwin County ,2731,135086,209,6028,218,7071,9,0.0032954961552544857
434,GA,Jackson County ,21694,1424906,2143,112575,3046,176523,903,0.04162441227989306
435,GA,Jasper County ,4307,269426,358,12765,419,24097,61,0.014162990480612956
436,GA,Jeff Davis County ,4019,205422,315,8884,251,8334,-64,-0.015924359293356557
437,GA,Jefferson County ,5327,235057,297,9319,260,10295,-37,-0.00694574807584006
438,GA,Jenkins County ,2244,91843,165,4795,151,4406,-14,-0.006238859180035651
439,GA,Johnson County ,2251,95293,134,4181,141,4464,7,0.003109729009329187
440,GA,Jones County ,9153,548610,643,26359,668,27732,25,0.0027313449142357697
441,GA,Lamar County ,5405,272403,460,16989,529,24118,69,0.01276595744680851
442,GA,Lanier County ,2414,102890,339,10567,329,10395,-10,-0.004142502071251036
443,GA,Laurens County ,15514,813517,839,32997,824,32960,-15,-0.0009668686347814876
444,GA,Lee County ,9948,695970,1070,56542,1115,51556,45,0.004523522316043426
445,GA,Liberty County ,17565,782409,4571,169293,4134,150540,-437,-0.024879020779960147
446,GA,Lincoln County ,2576,135708,136,5324,179,9695,43,0.016692546583850932
447,GA,Long County ,3655,164980,837,30462,958,34316,121,0.03310533515731874
448,GA,Lowndes County ,33402,1890485,3636,150388,3425,149489,-211,-0.006316987006766062
449,GA,Lumpkin County ,9059,556390,944,44058,1104,60446,160,0.01766199359752732
450,GA,McDuffie County ,7074,346208,476,19034,417,19131,-59,-0.008340401470172462
451,GA,McIntosh County ,3623,180546,301,12337,361,18796,60,0.016560861164780567
452,GA,Macon County ,3363,141068,243,8048,213,6995,-30,-0.008920606601248885
453,GA,Madison County ,9229,482467,681,24931,798,31315,117,0.012677429840719472
454,GA,Marion County ,2059,95463,155,6067,163,5803,8,0.003885381253035454
455,GA,Meriwether County ,6643,309479,539,20856,592,24956,53,0.007978323046816197
456,GA,Miller County ,1625,76000,131,4092,153,5649,22,0.01353846153846154
457,GA,Mitchell County ,6281,274149,417,12828,412,11912,-5,-0.0007960515841426524
458,GA,Monroe County ,8688,675384,774,39207,830,52043,56,0.006445672191528545
459,GA,Montgomery County ,2323,119153,206,7956,216,6975,10,0.004304778303917348
460,GA,Morgan County ,6401,452406,455,27849,575,37985,120,0.018747070770192158
461,GA,Murray County ,11572,556510,843,33037,817,27130,-26,-0.002246802627030764
462,GA,Muscogee County ,62942,4018678,6656,374312,6384,281271,-272,-0.004321438784913095
463,GA,Newton County ,34094,1772375,3540,147967,4209,165395,669,0.01962222091863671
464,GA,Oconee County ,12714,1537203,1117,85851,1407,129153,290,0.022809501337108698
465,GA,Oglethorpe County ,4580,240712,388,15126,438,17415,50,0.010917030567685589
466,GA,Paulding County ,49626,3264173,5260,269783,6759,337299,1499,0.030205940434449685
467,GA,Peach County ,8318,478257,943,35592,938,41893,-5,-0.0006011060351045924
468,GA,Pickens County ,11270,765698,903,51304,1202,97985,299,0.026530612244897958
469,GA,Pierce County ,5750,322783,416,15488,484,20169,68,0.01182608695652174
470,GA,Pike County ,5746,391483,503,23863,546,28299,43,0.007483466759484859
471,GA,Polk County ,12518,604544,856,32811,997,39068,141,0.011263780156574532
472,GA,Pulaski County ,2730,137966,216,8713,199,8076,-17,-0.0062271062271062275
473,GA,Putnam County ,7156,440276,583,29167,709,61800,126,0.01760760201229737
474,GA,Quitman County ,635,24467,51,1711,57,2436,6,0.009448818897637795
475,GA,Rabun County ,5693,326324,380,23856,510,48666,130,0.02283506060073775
476,GA,Randolph County ,1984,79270,123,3698,119,3363,-4,-0.0020161290322580645
477,GA,Richmond County ,63016,3131556,7147,328446,6613,286633,-534,-0.008474038339469341
478,GA,Rockdale County ,27932,1533576,3803,160067,3877,144258,74,0.002649291135615065
479,GA,Schley County ,1315,65816,97,2864,94,3356,-3,-0.0022813688212927757
480,GA,Screven County ,4192,198056,266,9197,236,9170,-30,-0.00715648854961832
481,GA,Seminole County ,2494,115098,182,6072,161,5785,-21,-0.008420208500400962
482,GA,Spalding County ,20351,1036154,1858,76838,2158,89097,300,0.014741290354282345
483,GA,Stephens County ,8006,416182,564,21734,661,33333,97,0.012115913065201099
484,GA,Stewart County ,1199,46949,100,3196,79,2619,-21,-0.01751459549624687
485,GA,Sumter County ,8963,413114,531,22742,468,19583,-63,-0.0070288965748075425
486,GA,Talbot County ,1982,84733,140,5462,179,6297,39,0.019677093844601413
487,GA,Taliaferro County ,498,18189,30,613,31,1013,1,0.002008032128514056
488,GA,Tattnall County ,5906,304294,498,18800,396,12728,-102,-0.017270572299356586
489,GA,Taylor County ,2458,115006,179,6479,160,5354,-19,-0.007729861676159479
490,GA,Telfair County ,2891,118490,216,6924,209,6138,-7,-0.002421307506053269
491,GA,Terrell County ,2929,127622,222,6720,185,6893,-37,-0.012632297712529874
492,GA,Thomas County ,14327,881292,1038,45924,1007,46950,-31,-0.002163746771829413
493,GA,Tift County ,12684,687246,916,38016,819,30694,-97,-0.007647429832860296
494,GA,Toombs County ,8076,423717,579,23497,595,24536,16,0.001981178801386825
495,GA,Towns County ,4076,234404,306,13896,466,27137,160,0.03925417075564279
496,GA,Treutlen County ,1804,81073,113,3250,105,3642,-8,-0.004434589800443459
497,GA,Troup County ,21622,1169648,1597,72192,1469,64312,-128,-0.005919896401812968
498,GA,Turner County ,2613,109619,157,4667,182,5715,25,0.009567546880979716
499,GA,Twiggs County ,2669,114839,236,8414,213,7155,-23,-0.008617459722742601
500,GA,Union County ,8034,442940,543,26117,942,61492,399,0.049663928304705
501,GA,Upson County ,8303,397721,486,16456,489,16870,3,0.0003613151872817054
502,GA,Walker County ,19559,1007688,1626,66033,1831,73571,205,0.010481108441126846
503,GA,Walton County ,29177,1925175,2615,147598,3256,177794,641,0.021969359426945882
504,GA,Ware County ,10321,510719,769,40407,789,26613,20,0.0019377967251235344
505,GA,Warren County ,1757,68929,114,4387,131,4725,17,0.009675583380762664
506,GA,Washington County ,6321,333601,247,12510,242,8477,-5,-0.0007910140800506249
507,GA,Wayne County ,8129,417339,468,16659,543,18140,75,0.009226227088202732
508,GA,Webster County ,701,27139,40,1137,50,1526,10,0.014265335235378032
509,GA,Wheeler County ,1379,63036,96,2476,89,2284,-7,-0.005076142131979695
510,GA,White County ,8672,478255,750,29515,926,48303,176,0.02029520295202952
511,GA,Whitfield County ,32585,1918028,1838,85761,1715,67691,-123,-0.0037747429798987266
512,GA,Wilcox County ,2052,83202,116,4130,111,3603,-5,-0.0024366471734892786
513,GA,Wilkes County ,3159,149301,170,6170,153,7726,-17,-0.0053814498258942705
514,GA,Wilkinson County ,3010,135529,179,5730,204,7365,25,0.008305647840531562
515,GA,Worth County ,6361,296012,457,15404,378,14025,-79,-0.01241943090709008
516,HI,Hawaii County ,70835,4351974,3653,199739,4003,259449,350,0.004941060210347992
517,HI,Honolulu County ,386851,29283945,24483,1419291,20668,1200118,-3815,-0.009861678010396767
518,HI,Kauai County ,28610,2144446,1377,77276,1412,100207,35,0.001223348479552604
519,HI,Maui County ,64891,4314680,3190,194331,3372,295788,182,0.002804703271640135
520,ID,Ada County ,165117,13939220,11418,631146,15509,1088360,4091,0.024776370694719503
521,ID,Adams County ,1405,69954,124,6432,194,10723,70,0.0498220640569395
522,ID,Bannock County ,27100,1618652,1880,82792,2029,90515,149,0.005498154981549815
523,ID,Bear Lake County ,2011,107171,119,6313,134,6926,15,0.007458975634012929
524,ID,Benewah County ,3109,148009,214,7501,251,13632,37,0.011900932775812159
525,ID,Bingham County ,14284,785072,1018,43334,1097,50485,79,0.005530663679641557
526,ID,Blaine County ,9545,1094504,618,37403,743,107966,125,0.013095861707700367
527,ID,Boise County ,2482,160757,289,17172,391,31172,102,0.0410958904109589
528,ID,Bonner County ,15824,996399,1231,64085,1642,112893,411,0.0259732052578362
529,ID,Bonneville County ,37389,2960254,2882,146563,3263,172875,381,0.010190162882131109
530,ID,Boundary County ,4040,204896,312,13329,357,21278,45,0.011138613861386138
531,ID,Butte County ,778,39618,44,3157,71,3386,27,0.03470437017994859
532,ID,Camas County ,356,20479,26,1549,31,1773,5,0.014044943820224719
533,ID,Canyon County ,66550,3591204,5521,246231,7635,368984,2114,0.03176558978211871
534,ID,Caribou County ,2233,131678,143,5990,144,7935,1,0.0004478280340349306
535,ID,Cassia County ,7200,395147,619,23909,619,30182,0,0.0
536,ID,Clark County ,239,10038,-1,-1,-1,-1,0,0.0
537,ID,Clearwater County ,2738,146211,183,8157,228,9711,45,0.01643535427319211
538,ID,Custer County ,1504,73017,118,5268,155,9675,37,0.024601063829787235
539,ID,Elmore County ,8573,400112,1253,59301,1308,53719,55,0.006415490493409542
540,ID,Franklin County ,4231,230370,267,11303,300,15226,33,0.007799574568659891
541,ID,Fremont County ,4127,191700,409,18075,391,20034,-18,-0.004361521686455052
542,ID,Gem County ,5825,291389,514,22017,712,41480,198,0.033991416309012874
543,ID,Gooding County ,4739,172538,413,14911,392,16066,-21,-0.004431314623338257
544,ID,Idaho County ,5065,249783,365,14320,391,22230,26,0.005133267522211254
545,ID,Jefferson County ,8202,498217,795,40006,951,55123,156,0.019019751280175568
546,ID,Jerome County ,7055,325212,666,22863,645,27089,-21,-0.00297661233167966
547,ID,Kootenai County ,58832,3885797,3857,188472,5349,377234,1492,0.02536034810987218
